,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,sqft_living15,sqft_lot15,price,sale_year,zipcode_1,zipcode_2,zipcode_3,zipcode_4,sale_month_01,sale_month_02,sale_month_03,sale_month_04,sale_month_05,sale_month_06,sale_month_07,sale_month_08,sale_month_09,sale_month_10,sale_month_11,sale_month_12
19000,5,3.0,2560.0,12480.0,1.0,0,0,3,3.0,1590.0,970.0,0,2500.0,17299.0,565000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19002,2,1.0,830.0,7620.0,1.0,1,3,4,2.5,830.0,0.0,0,2030.0,12729.291474216161,385000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19004,3,2.0,2030.0,8649.0,1.5,0,0,3,2.0,2030.0,0.0,0,1985.9880060783676,7200.0,365000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19005,2,1.0,1060.0,1600.0,2.0,0,0,3,2.0,1060.0,0.0,0,1360.0,3360.0,353250,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19006,2,1.5,1090.0,6750.0,1.0,0,0,3,2.0,950.0,140.0,0,1640.0,6750.0,455000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19007,4,3.5,3400.0,234352.0,2.0,0,0,3,3.0,2500.0,900.0,0,1300.0,39639.0,475000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19008,4,1.75,1920.0,7455.0,1.0,0,0,4,2.0,960.0,960.0,1,1920.0,7455.0,571500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19009,2,1.0,1150.0,3000.0,1.0,0,0,3,1.0,780.0,370.0,0,1150.0,5000.0,441000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19010,6,2.75,3970.0,9500.0,1.0,0,0,4,3.0,2180.0,1790.0,0,2490.0,9775.0,810000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19011,3,2.25,1880.0,11556.0,2.0,0,0,3,3.0,1788.3689340415656,0.0,0,1985.9880060783676,12000.0,550000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19012,2,1.0,1500.0,4000.0,1.0,0,0,3,3.0,1100.0,400.0,0,1980.0,4000.0,736000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19013,3,1.75,2190.0,17550.0,1.0,0,0,3,2.0,1788.3689340415656,0.0,0,1700.0,17550.0,375000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19014,3,2.5,2530.0,9932.0,2.0,0,0,3,3.0,1788.3689340415656,0.0,0,2140.0,7950.0,717500,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19015,2,1.75,1930.0,11200.0,1.0,0,2,3,3.0,1430.0,500.0,0,2840.0,12408.0,581000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19016,3,2.0,1510.0,4560.0,2.0,0,0,4,2.0,1510.0,0.0,1,1990.0,5000.0,629000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19017,3,4.25,5510.0,35000.0,2.0,0,4,3,4.0,4910.0,600.0,0,3430.0,45302.0,3800000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19018,3,2.0,1100.0,5200.0,1.0,0,0,3,1.0,1100.0,0.0,1,1050.0,5330.0,225000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19019,3,2.5,1730.0,6368.0,2.0,0,0,3,2.0,1730.0,0.0,0,1780.0,6597.0,315000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19020,3,2.5,1480.0,1386.0,3.0,0,0,3,3.0,1480.0,0.0,0,1470.0,1593.0,425000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19021,3,1.0,1150.0,11802.0,1.0,0,0,4,2.0,1150.0,0.0,1,1880.0,6082.0,346500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19022,3,2.25,1950.0,26500.0,1.0,0,0,4,3.0,1570.0,380.0,0,2160.0,12751.0,550000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19023,3,1.75,2380.0,10450.0,1.0,0,0,3,3.0,1400.0,980.0,0,2150.0,9600.0,565000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19024,4,2.0,1920.0,8000.0,1.5,0,0,5,2.0,2040.0,1060.0,0,1650.0,4000.0,1001000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19025,2,2.0,2010.0,3797.0,1.5,0,0,3,2.0,1450.0,560.0,1,1985.9880060783676,4650.0,400000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19026,4,2.0,2270.0,5760.0,2.0,0,0,4,3.0,2270.0,0.0,0,1420.0,5760.0,724950,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19027,3,1.75,2050.0,16313.0,1.0,0,0,2,3.0,2050.0,0.0,0,3180.0,10264.0,623000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19028,2,1.0,650.0,5400.0,1.0,0,0,3,1.0,650.0,0.0,0,1310.0,4906.0,295000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19029,4,3.25,2780.0,7875.0,1.5,0,0,3,3.0,2780.0,0.0,0,1000.0,7500.0,700000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19030,3,1.5,1300.0,1229.0,2.0,0,0,3,3.0,1160.0,140.0,0,1430.0,1255.0,482000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19031,3,2.5,2730.0,7620.0,1.5,0,0,3,3.0,2730.0,0.0,0,2800.0,10070.0,770000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19033,4,2.25,2410.0,8400.0,2.0,0,0,5,3.0,2410.0,0.0,0,1910.0,8056.0,720000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19034,3,1.0,1180.0,5965.0,1.5,0,0,4,1.0,1180.0,0.0,0,1270.0,7710.0,355000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19035,4,2.5,2600.0,4506.0,2.0,0,0,3,3.0,2600.0,0.0,0,2470.0,6041.0,512000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19036,2,1.5,1400.0,1650.0,3.0,0,0,3,2.0,1400.0,0.0,0,1430.0,1650.0,303000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19037,5,2.5,2220.0,7620.0,1.0,0,0,3,2.0,1788.3689340415656,1110.0,0,1780.0,7704.0,299000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19038,3,2.5,1660.0,6263.0,2.0,0,0,3,3.0,1660.0,0.0,0,2190.0,6192.0,285000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19039,3,1.75,2330.0,9652.0,1.0,0,0,4,3.0,1590.0,740.0,0,2420.0,9631.0,680000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19041,3,2.25,2920.0,17023.0,1.0,0,0,4,3.0,1690.0,1230.0,0,2710.0,10681.0,707000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19043,4,2.25,2860.0,40284.0,2.0,0,0,3,3.0,2860.0,0.0,0,2670.0,92782.0,872000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19044,4,1.75,2090.0,12750.0,1.0,0,0,3,3.0,1360.0,730.0,0,2040.0,12300.0,290000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19045,4,1.75,1910.0,16785.0,1.0,0,0,4,2.0,1110.0,800.0,0,1590.0,9900.0,425000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19046,3,2.75,3280.0,10558.0,1.5,0,2,4,3.0,2040.0,1240.0,0,3150.0,12729.291474216161,925000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19047,3,1.0,1770.0,12458.0,1.0,0,0,3,2.0,1770.0,0.0,0,1985.9880060783676,8225.0,340500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19048,2,1.0,920.0,6600.0,1.0,0,0,4,1.0,920.0,0.0,0,1370.0,5500.0,365000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19049,3,2.25,1920.0,8489.0,1.0,0,0,4,2.0,1690.0,0.0,0,1850.0,8536.0,725000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19050,3,3.0,2470.0,7410.0,2.0,0,0,5,3.0,1860.0,610.0,0,2390.0,7800.0,811000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19051,3,1.0,1040.0,9514.0,1.0,0,0,4,2.0,1040.0,0.0,0,1040.0,9514.0,299000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19052,4,2.0,1220.0,9147.0,1.0,0,0,5,2.0,1788.3689340415656,0.0,0,1220.0,8576.0,287500,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19053,4,2.25,3500.0,13875.0,1.0,0,4,4,3.0,1830.0,1670.0,0,2960.0,15000.0,879950,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19054,2,1.0,760.0,3800.0,1.0,0,0,3,1.0,760.0,0.0,0,1220.0,7410.0,135900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19055,4,2.25,3070.0,16028.0,1.0,0,3,3,3.0,1788.3689340415656,1200.0,0,3070.0,19822.0,1225000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
19056,4,1.75,2100.0,6480.0,1.0,0,0,5,2.0,1300.0,800.0,0,1840.0,7500.0,522500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19057,4,1.5,1660.0,6617.0,1.0,0,0,5,2.0,1660.0,0.0,0,950.0,7440.0,399500,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19058,3,1.0,1430.0,5960.0,1.5,0,0,3,2.0,1430.0,0.0,0,1140.0,3960.0,450000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19059,4,2.25,1620.0,17500.0,1.0,0,0,3,2.0,1620.0,0.0,0,1985.9880060783676,17394.0,218000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19060,3,2.0,1490.0,9285.0,1.0,0,0,3,3.0,1490.0,0.0,0,2040.0,6681.0,289999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19061,2,1.0,1920.0,4750.0,1.0,0,0,3,1.0,1170.0,0.0,0,1170.0,2023.0,540000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19062,3,1.0,1240.0,7500.0,1.0,0,0,4,2.0,1788.3689340415656,0.0,0,1240.0,9750.0,324950,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19063,3,2.0,2910.0,6600.0,2.0,0,0,4,2.0,1920.0,990.0,1,1370.0,5500.0,718500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19064,3,2.0,2660.0,192099.0,1.0,0,0,4,3.0,2660.0,0.0,0,2570.0,43561.0,495000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19066,4,1.5,1920.0,10000.0,1.0,0,0,4,2.0,1070.0,850.0,0,1450.0,10836.0,430000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19067,3,3.25,2780.0,4002.0,2.0,0,0,3,3.0,2780.0,0.0,0,1890.0,4090.0,402500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19068,4,3.0,3110.0,4408.0,2.5,0,3,4,3.0,2510.0,600.0,0,1985.9880060783676,5669.0,1415000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19069,3,2.25,1820.0,9766.0,1.0,0,0,4,2.0,1450.0,370.0,0,1860.0,8236.0,275000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19070,3,2.25,1765.0,7652.0,2.0,0,0,3,2.0,1765.0,0.0,0,1985.9880060783676,7719.0,250000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19071,3,2.75,1800.0,9550.0,1.0,0,0,4,2.0,1320.0,480.0,0,1890.0,9902.0,665000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19072,3,2.5,1920.0,144183.0,1.0,0,0,3,3.0,2650.0,0.0,0,1940.0,41210.0,425000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19074,3,2.5,1650.0,3076.0,2.0,0,0,3,2.0,1650.0,0.0,0,1560.0,3064.0,447000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19075,3,1.0,1180.0,8240.0,1.0,0,0,4,2.0,1180.0,0.0,0,1180.0,7840.0,205000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19076,3,1.5,800.0,8850.0,1.0,0,0,4,1.0,800.0,0.0,0,820.0,8775.0,191000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19077,2,1.75,1430.0,7921.0,1.0,0,0,3,2.0,1430.0,0.0,0,1290.0,8040.0,350000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19078,5,3.5,3300.0,7860.0,2.0,0,0,3,3.0,2410.0,890.0,0,2540.0,9920.0,789888,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19079,2,1.0,1220.0,10170.0,1.0,0,0,3,2.0,1788.3689340415656,240.0,0,1990.0,9064.0,443000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19080,3,3.5,3530.0,7202.0,1.5,0,0,3,3.0,2660.0,870.0,0,2810.0,8100.0,695000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19081,4,2.0,1380.0,7620.0,1.5,0,0,4,2.0,1380.0,0.0,0,1440.0,3956.0,560000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19082,3,1.75,1410.0,5000.0,1.0,0,0,4,2.0,810.0,600.0,0,1760.0,5000.0,550000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19083,2,2.5,3360.0,6750.0,2.0,0,0,3,3.0,3360.0,0.0,0,2510.0,6750.0,850000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19084,4,2.75,2270.0,24237.0,1.0,0,0,4,2.5,1360.0,910.0,0,2050.0,8016.0,352750,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19085,4,2.5,2890.0,9045.0,2.0,0,0,3,3.0,2890.0,0.0,0,2840.0,10114.0,550000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19086,5,1.0,1750.0,7620.0,1.5,0,0,3,2.0,1750.0,0.0,0,1700.0,4255.0,774900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19087,3,1.0,1010.0,8711.0,1.0,0,0,5,1.0,1010.0,0.0,0,1250.0,8053.0,250000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19088,4,2.5,3780.0,23623.0,2.0,0,0,3,3.0,3780.0,0.0,0,3370.0,10210.0,962800,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19090,2,1.0,800.0,5220.0,1.0,0,0,3,1.0,800.0,0.0,0,1910.0,5376.0,250000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19091,5,4.0,4720.0,493534.0,2.0,0,0,5,3.0,3960.0,760.0,0,2160.0,219542.0,745000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19092,2,1.0,1060.0,10600.0,1.5,0,0,3,1.0,1060.0,0.0,0,1560.0,21344.0,279475,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19093,3,2.25,2530.0,27227.0,1.5,0,0,3,3.0,2530.0,0.0,0,2160.0,30192.0,450000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19094,5,2.25,1920.0,13132.0,1.0,0,0,4,2.0,1260.0,720.0,0,1880.0,11325.0,307700,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19095,3,1.0,1920.0,5102.0,1.0,0,0,4,3.0,1300.0,350.0,0,1440.0,5102.0,665000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19096,3,2.25,1890.0,3930.0,2.0,0,0,3,3.0,1890.0,0.0,0,2100.0,4259.0,375000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19097,4,2.5,3360.0,11637.0,2.0,0,0,3,4.0,3360.0,0.0,0,3530.0,11205.0,420000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19098,2,1.0,630.0,4200.0,1.0,0,0,3,1.0,630.0,0.0,0,970.0,4200.0,148000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19099,3,1.5,1980.0,4000.0,2.0,0,0,3,2.5,1980.0,0.0,0,1980.0,3600.0,707000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19100,3,1.0,990.0,4250.0,1.0,0,0,4,2.0,840.0,150.0,0,990.0,4500.0,399000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19101,4,2.5,3420.0,115434.0,2.0,0,0,3,3.0,1788.3689340415656,0.0,0,3250.0,111513.0,570000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19102,4,2.25,3440.0,35025.0,2.0,0,0,3,3.0,3440.0,0.0,0,1985.9880060783676,35005.0,853000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19103,3,1.0,1300.0,14138.0,1.0,0,0,4,2.0,1300.0,0.0,0,2440.0,12196.0,400000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19104,2,1.75,2040.0,28593.0,1.5,1,3,4,2.0,2040.0,0.0,1,2040.0,35124.0,615000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19105,3,1.0,1250.0,7700.0,1.0,0,0,4,2.0,1250.0,0.0,0,1520.0,7700.0,463000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19107,5,2.5,2720.0,8120.0,1.0,0,0,3,2.0,1360.0,1360.0,0,2020.0,8120.0,429000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19108,3,4.25,3250.0,11780.0,2.0,0,0,3,3.0,2360.0,890.0,1,1800.0,9000.0,980000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19109,6,3.75,3190.0,4700.0,2.0,0,0,3,2.5,3190.0,0.0,0,2680.0,5640.0,359500,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19110,4,2.5,2570.0,7980.0,2.0,0,0,3,3.0,2570.0,0.0,0,2760.0,6866.0,715000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19111,3,1.75,1420.0,6984.0,1.0,0,0,4,2.5,980.0,440.0,0,1430.0,7875.0,240000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19112,4,2.0,2120.0,9442.0,1.0,0,0,3,2.0,1060.0,0.0,0,1290.0,9600.0,455000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19114,3,2.75,2740.0,5735.0,2.0,0,0,3,3.0,2740.0,0.0,0,2210.0,5026.0,675000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19115,3,1.75,1250.0,5375.0,1.0,0,0,3,2.5,1788.3689340415656,0.0,0,1320.0,6258.0,283500,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19116,2,1.0,2150.0,4500.0,1.5,0,0,3,2.0,1260.0,890.0,0,1590.0,5010.0,235000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19117,4,2.5,3230.0,12100.0,1.0,0,0,3,3.0,1870.0,1360.0,0,2670.0,12729.291474216161,827000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19118,2,1.0,860.0,8511.0,1.0,0,0,3,2.0,860.0,0.0,0,1554.0,8499.0,353000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19119,4,2.5,2810.0,11902.0,2.0,0,0,4,3.0,2810.0,0.0,0,2990.0,10754.0,747500,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19120,2,1.0,1040.0,4000.0,1.0,0,0,3,1.0,1040.0,0.0,0,1985.9880060783676,4000.0,341000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19121,3,1.0,1160.0,7620.0,1.0,0,0,2,1.0,1160.0,0.0,0,1340.0,10324.0,182000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19123,4,3.5,2350.0,13402.0,1.5,0,3,3,3.0,1670.0,680.0,0,2250.0,9474.0,655000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19124,3,2.25,1660.0,8307.0,1.0,0,0,4,3.0,1660.0,0.0,0,2510.0,7800.0,405000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19125,3,1.75,2020.0,7620.0,1.0,0,0,3,2.0,1100.0,920.0,0,1670.0,9600.0,390000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19126,2,1.0,890.0,7620.0,1.0,0,0,3,2.0,890.0,0.0,0,1130.0,8180.0,275400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19128,3,1.75,1920.0,7700.0,1.0,0,0,3,2.0,1460.0,0.0,0,1720.0,7280.0,424500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19129,3,1.0,980.0,7200.0,1.5,0,0,4,2.0,980.0,0.0,0,1180.0,6572.0,430000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19130,4,2.5,2580.0,10631.0,2.0,0,2,4,3.0,2580.0,0.0,0,4220.0,10631.0,865000,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19131,2,2.0,1250.0,7543.0,1.0,0,0,3,2.0,1250.0,0.0,0,1250.0,7506.0,163000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19132,4,2.75,3140.0,9085.0,1.0,0,2,5,3.0,1570.0,1570.0,0,2430.0,9350.0,920000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19133,5,3.25,2680.0,3011.0,2.0,0,0,3,3.0,1870.0,810.0,1,3440.0,5165.0,1028950,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19134,3,1.75,1810.0,8048.0,1.0,0,0,4,2.0,1788.3689340415656,520.0,0,1550.0,9081.0,325000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19135,5,2.5,2090.0,4698.0,2.0,0,0,3,2.0,2090.0,0.0,0,2070.0,4698.0,315000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19136,4,1.0,1120.0,8763.0,1.0,0,0,3,1.0,1120.0,0.0,0,1120.0,12729.291474216161,227000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19137,3,1.75,1790.0,7175.0,1.5,0,0,3,1.0,1410.0,380.0,0,1790.0,8417.0,179000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19138,2,1.0,870.0,2676.0,1.0,0,0,3,2.0,1788.3689340415656,50.0,0,1500.0,1719.0,276000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19139,4,1.5,3160.0,19745.0,1.5,0,0,4,1.0,1840.0,1320.0,0,1540.0,8611.0,335000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19140,3,2.0,2350.0,7620.0,1.0,0,0,3,2.0,1600.0,0.0,0,2160.0,12729.291474216161,430000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19142,4,2.75,3160.0,8197.0,1.0,0,0,3,2.5,1580.0,1580.0,0,2050.0,8197.0,655000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19143,3,2.0,1660.0,3600.0,1.0,0,0,3,2.0,1000.0,660.0,0,1700.0,4356.0,635500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19144,5,2.5,2500.0,9583.0,1.5,0,0,3,2.0,1300.0,1200.0,0,2120.0,19352.0,235000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19145,3,2.5,2880.0,11443.0,2.0,0,0,4,3.0,2880.0,0.0,0,2840.0,12530.0,885000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19146,3,1.0,1470.0,8400.0,1.0,0,0,4,2.0,1470.0,0.0,0,1470.0,8400.0,352500,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19147,3,2.5,1460.0,7573.0,2.0,0,0,3,3.0,1788.3689340415656,0.0,0,1910.0,7668.0,450000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19148,5,6.0,5490.0,19897.0,2.0,0,0,3,4.0,1788.3689340415656,0.0,0,2910.0,17600.0,3635000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19149,3,2.25,2480.0,15022.0,1.0,0,4,3,2.5,1330.0,1150.0,1,2500.0,8178.0,1050000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19150,2,2.25,1140.0,1332.0,3.0,0,0,3,3.0,1140.0,0.0,0,1985.9880060783676,1267.0,476000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19151,3,2.5,1830.0,13042.0,2.0,0,0,3,3.0,1830.0,0.0,0,1940.0,6996.0,375000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19152,4,3.5,3110.0,6829.0,2.0,0,0,3,3.0,3110.0,0.0,0,2910.0,7425.0,600600,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19155,5,2.0,1750.0,10284.0,1.0,0,0,4,2.5,1750.0,0.0,0,1560.0,9010.0,190000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19157,1,1.75,1020.0,4512.0,1.0,0,0,3,2.0,770.0,250.0,0,1230.0,5029.0,435500,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19158,3,2.25,2500.0,6733.0,1.0,0,0,3,3.0,1770.0,730.0,0,1770.0,6343.0,685000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19159,3,2.0,1540.0,7210.0,2.0,0,0,4,2.0,1540.0,0.0,0,1500.0,7210.0,252000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19160,4,2.25,2200.0,6900.0,2.0,0,0,4,3.0,2200.0,0.0,0,2400.0,6900.0,512500,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19161,3,2.5,1940.0,7415.0,2.0,0,0,3,3.0,1940.0,0.0,0,1940.0,8425.0,423800,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19162,3,2.25,1453.0,2225.0,2.0,0,0,4,3.0,1453.0,0.0,0,1860.0,2526.0,460000,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19163,3,2.75,1830.0,3200.0,2.0,0,0,3,3.0,1830.0,0.0,0,2030.0,3331.0,434000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19165,3,1.0,1400.0,7620.0,1.5,0,0,3,2.0,1400.0,0.0,0,1590.0,8433.0,348125,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19166,4,3.25,2400.0,29252.0,2.0,0,0,4,3.0,2400.0,0.0,0,2280.0,45000.0,585000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
